customer,month,mrr
Customer 315,2025-08,720.74
Customer 316,2025-08,1188.3
Customer 317,2025-08,3094.16
Customer 318,2025-08,2030.97
Customer 319,2025-08,24022.42
Customer 320,2025-08,610.45
Customer 321,2025-08,686.39
Customer 322,2025-08,3551.15
Customer 323,2025-08,1128.52
Customer 324,2025-08,3430.14
Customer 325,2025-08,486.76
Customer 326,2025-08,4659.21
Customer 327,2025-08,5336.69
Customer 328,2025-08,1781.89
Customer 329,2025-08,3863.63
Customer 331,2025-08,5188.8
Customer 332,2025-08,1069.72
Customer 333,2025-08,535.58
Customer 334,2025-08,3561.65
Customer 335,2025-08,3245.52
Customer 336,2025-08,1146.1
Customer 337,2025-08,1033.13
Customer 338,2025-08,2780.31
Customer 339,2025-08,1446.23
Customer 340,2025-08,2339.15
Customer 341,2025-08,1697.16
Customer 342,2025-08,907.72
Customer 343,2025-08,6000.08
Customer 344,2025-08,1059.14
Customer 345,2025-08,1437.41
Customer 346,2025-08,1514.62
Customer 348,2025-08,3639.85
Customer 001,2025-09,625.73
Customer 002,2025-09,848.98
Customer 003,2025-09,881.92
Customer 004,2025-09,2155.75
Customer 005,2025-09,4623.27
Customer 006,2025-09,3539.84
Customer 007,2025-09,1610.96
Customer 008,2025-09,3376.68
Customer 009,2025-09,1309.2
Customer 010,2025-09,1173.31
Customer 011,2025-09,2671.58
Customer 012,2025-09,1357.85
Customer 013,2025-09,4514.58
Customer 014,2025-09,1436.27
Customer 015,2025-09,3630.6
Customer 016,2025-09,6424.4
Customer 017,2025-09,2265.08
Customer 019,2025-09,950.0
Customer 020,2025-09,5298.35
Customer 021,2025-09,1524.26
Customer 022,2025-09,1355.91
Customer 023,2025-09,1162.37
Customer 024,2025-09,9153.12
Customer 025,2025-09,1874.78
Customer 026,2025-09,3750.26
Customer 027,2025-09,4721.6
Customer 028,2025-09,5070.67
Customer 029,2025-09,1651.2
Customer 030,2025-09,6444.07
Customer 031,2025-09,1110.45
Customer 032,2025-09,816.16
Customer 034,2025-09,8048.22
Customer 035,2025-09,10620.87
Customer 036,2025-09,4871.5
Customer 037,2025-09,1367.22
Customer 038,2025-09,798.38
Customer 039,2025-09,834.7
Customer 040,2025-09,3040.73
Customer 041,2025-09,31417.07
Customer 042,2025-09,461.08
Customer 043,2025-09,847.31
Customer 044,2025-09,6031.78
Customer 045,2025-09,1154.71
Customer 046,2025-09,1263.19
Customer 047,2025-09,7439.05
Customer 048,2025-09,10364.02
Customer 049,2025-09,24578.62
Customer 050,2025-09,1224.51
Customer 051,2025-09,7126.79
Customer 052,2025-09,1406.48
Customer 053,2025-09,1349.59
Customer 054,2025-09,5301.86
Customer 055,2025-09,1965.2
Customer 057,2025-09,766.37
Customer 058,2025-09,1616.37
Customer 059,2025-09,3632.53
Customer 060,2025-09,2729.89
Customer 061,2025-09,586.17
Customer 062,2025-09,7504.25
Customer 063,2025-09,2033.95
Customer 064,2025-09,491.8
Customer 065,2025-09,5831.26
Customer 066,2025-09,971.82
Customer 067,2025-09,5412.19
Customer 068,2025-09,980.63
Customer 069,2025-09,1278.47
Customer 070,2025-09,2968.53
Customer 072,2025-09,802.18
Customer 073,2025-09,3525.92
Customer 074,2025-09,763.3
Customer 075,2025-09,2091.08
Customer 076,2025-09,2573.33
Customer 077,2025-09,3310.57
Customer 078,2025-09,2563.16
Customer 079,2025-09,9593.49
Customer 080,2025-09,2861.68
Customer 082,2025-09,1045.88
Customer 083,2025-09,868.71
Customer 085,2025-09,3147.56
Customer 086,2025-09,832.54
Customer 087,2025-09,4712.75
Customer 088,2025-09,1656.65
Customer 089,2025-09,1874.37
Customer 090,2025-09,1460.85
Customer 091,2025-09,2009.96
Customer 092,2025-09,915.97
Customer 093,2025-09,1864.44
Customer 094,2025-09,829.37
Customer 095,2025-09,1509.19
Customer 096,2025-09,2454.24
Customer 097,2025-09,777.25
Customer 098,2025-09,3340.94
Customer 099,2025-09,1461.26
Customer 100,2025-09,4737.12
Customer 101,2025-09,1981.09
Customer 102,2025-09,746.74
Customer 103,2025-09,655.57
Customer 104,2025-09,3781.8
Customer 105,2025-09,4018.32
Customer 106,2025-09,860.81
Customer 108,2025-09,1267.54
Customer 109,2025-09,564.83
Customer 110,2025-09,1141.72
Customer 111,2025-09,12474.44
Customer 112,2025-09,575.97
Customer 113,2025-09,2315.65
Customer 114,2025-09,3589.75
Customer 115,2025-09,774.58
Customer 116,2025-09,1669.25
Customer 117,2025-09,2159.67
Customer 119,2025-09,962.81
Customer 121,2025-09,886.55
Customer 122,2025-09,1149.06
Customer 123,2025-09,1855.43
Customer 124,2025-09,7132.37
Customer 125,2025-09,2141.83
Customer 126,2025-09,2134.9
Customer 127,2025-09,1679.69
Customer 128,2025-09,1425.26
Customer 129,2025-09,852.4
Customer 130,2025-09,462.75
Customer 131,2025-09,3578.53
Customer 132,2025-09,6660.75
Customer 133,2025-09,3161.65
Customer 134,2025-09,986.38
Customer 135,2025-09,2571.46
Customer 136,2025-09,1897.55
Customer 137,2025-09,2615.6
Customer 138,2025-09,2789.42
Customer 139,2025-09,2408.32
Customer 141,2025-09,1059.65
Customer 142,2025-09,3554.8
Customer 143,2025-09,291.03
Customer 144,2025-09,1567.61
Customer 145,2025-09,1241.48
Customer 146,2025-09,1039.73
Customer 147,2025-09,1650.42
Customer 148,2025-09,866.72
Customer 150,2025-09,10451.66
Customer 151,2025-09,1598.45
Customer 152,2025-09,18088.71
Customer 153,2025-09,585.11
Customer 155,2025-09,7737.66
Customer 156,2025-09,1846.47
Customer 157,2025-09,5234.13
Customer 158,2025-09,2394.11
Customer 159,2025-09,74.87
Customer 160,2025-09,906.51
Customer 161,2025-09,1074.74
Customer 162,2025-09,794.45
Customer 165,2025-09,1708.17
Customer 166,2025-09,6195.8
Customer 167,2025-09,3104.07
Customer 168,2025-09,709.52
Customer 169,2025-09,1821.0
Customer 170,2025-09,679.39
Customer 171,2025-09,1352.55
Customer 172,2025-09,2770.3
Customer 173,2025-09,2453.28
Customer 174,2025-09,871.29
Customer 175,2025-09,39533.61
Customer 176,2025-09,868.1
Customer 178,2025-09,1170.36
Customer 179,2025-09,1152.91
Customer 180,2025-09,4813.9
Customer 181,2025-09,376.92
Customer 182,2025-09,5317.69
Customer 183,2025-09,8240.16
Customer 184,2025-09,3989.87
Customer 185,2025-09,4882.63
Customer 186,2025-09,1647.69
Customer 187,2025-09,750.52
Customer 188,2025-09,4488.81
Customer 189,2025-09,4184.7
Customer 190,2025-09,920.0
Customer 191,2025-09,756.28
Customer 192,2025-09,17144.81
Customer 193,2025-09,7203.47
Customer 194,2025-09,1214.6
Customer 196,2025-09,1912.98
Customer 197,2025-09,11306.32
Customer 198,2025-09,2456.6
Customer 199,2025-09,434.07
Customer 201,2025-09,1310.65
Customer 203,2025-09,1224.06
Customer 204,2025-09,2620.12
Customer 205,2025-09,909.89
Customer 206,2025-09,1908.41
Customer 207,2025-09,1231.17
Customer 209,2025-09,769.91
Customer 210,2025-09,3991.13
Customer 211,2025-09,2685.83
Customer 212,2025-09,5895.15
Customer 213,2025-09,6571.0
Customer 214,2025-09,6457.42
Customer 215,2025-09,5817.24
Customer 216,2025-09,1148.29
Customer 217,2025-09,2501.85
Customer 218,2025-09,1531.52
Customer 219,2025-09,1508.11
Customer 220,2025-09,4684.77
Customer 221,2025-09,1267.84
Customer 222,2025-09,11125.56
Customer 223,2025-09,1031.49
Customer 224,2025-09,8218.24
Customer 225,2025-09,7506.95
Customer 226,2025-09,4379.8
Customer 227,2025-09,1395.75
Customer 228,2025-09,1689.57
Customer 229,2025-09,8044.5
Customer 230,2025-09,357.26
Customer 231,2025-09,1708.12
Customer 232,2025-09,1962.24
Customer 233,2025-09,1328.8
Customer 234,2025-09,844.26
Customer 235,2025-09,1820.56
Customer 237,2025-09,3085.73
Customer 238,2025-09,701.26
Customer 239,2025-09,3097.26
Customer 240,2025-09,1644.15
Customer 241,2025-09,3272.65
Customer 242,2025-09,2633.37
Customer 243,2025-09,1852.85
Customer 244,2025-09,656.53
Customer 245,2025-09,14625.72
Customer 246,2025-09,2539.4
Customer 247,2025-09,750.46
Customer 248,2025-09,15614.22
Customer 250,2025-09,3581.45
Customer 251,2025-09,1327.52
Customer 252,2025-09,988.95
Customer 253,2025-09,3741.97
Customer 254,2025-09,4964.58
Customer 255,2025-09,3192.93
Customer 256,2025-09,23167.33
Customer 257,2025-09,7316.57
Customer 258,2025-09,665.96
Customer 259,2025-09,19380.1
Customer 260,2025-09,1160.62
Customer 261,2025-09,1929.38
Customer 262,2025-09,2496.55
Customer 263,2025-09,1303.34
Customer 264,2025-09,2495.74
Customer 266,2025-09,2647.31
Customer 267,2025-09,5169.09
Customer 268,2025-09,1823.23
Customer 269,2025-09,9650.17
Customer 270,2025-09,553.93
Customer 271,2025-09,1448.85
Customer 272,2025-09,2197.94
Customer 274,2025-09,14255.37
Customer 275,2025-09,1011.58
Customer 276,2025-09,2701.69
Customer 277,2025-09,4077.38
Customer 278,2025-09,5596.24
Customer 280,2025-09,1429.52
Customer 281,2025-09,1145.9
Customer 282,2025-09,2121.72
Customer 284,2025-09,7186.26
Customer 285,2025-09,1898.5
Customer 286,2025-09,2344.79
Customer 287,2025-09,4036.58
Customer 288,2025-09,2170.08
Customer 289,2025-09,686.12
Customer 290,2025-09,1302.19
Customer 291,2025-09,1067.56
Customer 292,2025-09,2008.57
Customer 294,2025-09,1372.97
Customer 295,2025-09,1488.88
Customer 296,2025-09,745.44
Customer 297,2025-09,1526.03
Customer 298,2025-09,4405.73
Customer 299,2025-09,15516.93
Customer 301,2025-09,5849.0
Customer 302,2025-09,939.95
Customer 303,2025-09,2825.21
Customer 304,2025-09,491.78
Customer 305,2025-09,3264.78
Customer 306,2025-09,1868.14
Customer 307,2025-09,726.54
Customer 308,2025-09,9695.22
Customer 309,2025-09,2976.23
Customer 310,2025-09,1166.69
Customer 311,2025-09,4548.27
Customer 312,2025-09,1653.39
Customer 313,2025-09,758.03
Customer 314,2025-09,2401.31
Customer 315,2025-09,720.74
Customer 316,2025-09,1188.3
Customer 317,2025-09,3094.16
Customer 318,2025-09,2030.97
Customer 319,2025-09,24022.42
Customer 320,2025-09,555.19
Customer 321,2025-09,686.39
Customer 322,2025-09,3551.15
Customer 323,2025-09,1128.52
Customer 324,2025-09,3430.14
Customer 325,2025-09,486.76
Customer 326,2025-09,4659.21
Customer 327,2025-09,5336.69
Customer 328,2025-09,1781.89
Customer 329,2025-09,3863.63
Customer 331,2025-09,5188.8
Customer 332,2025-09,1069.72
Customer 333,2025-09,535.58
Customer 334,2025-09,3561.65
Customer 335,2025-09,3245.52
Customer 336,2025-09,1146.1
Customer 337,2025-09,1033.13
Customer 338,2025-09,2780.31
Customer 339,2025-09,1446.23
Customer 340,2025-09,2339.15
Customer 341,2025-09,1697.16
Customer 342,2025-09,907.72
Customer 343,2025-09,6000.08
Customer 344,2025-09,1059.14
Customer 345,2025-09,1437.41
Customer 346,2025-09,1514.62
Customer 348,2025-09,3639.85
Customer 001,2025-10,625.73
Customer 002,2025-10,848.98
Customer 003,2025-10,881.92
Customer 004,2025-10,2155.75
Customer 005,2025-10,4623.27
Customer 006,2025-10,3539.84
Customer 007,2025-10,1610.96
Customer 008,2025-10,3152.69
Customer 009,2025-10,1309.2
Customer 010,2025-10,1173.31
Customer 011,2025-10,2671.58
Customer 012,2025-10,1357.85
Customer 013,2025-10,4959.15
Customer 014,2025-10,1436.27
Customer 015,2025-10,3630.6
Customer 016,2025-10,6424.4
Customer 017,2025-10,2513.17
Customer 019,2025-10,950.0
Customer 020,2025-10,5298.35
Customer 021,2025-10,1524.26
Customer 022,2025-10,1355.91
Customer 023,2025-10,1162.37
Customer 024,2025-10,9153.12
Customer 025,2025-10,1874.78
Customer 026,2025-10,3750.26
Customer 027,2025-10,4721.6
Customer 028,2025-10,5634.61
Customer 029,2025-10,1651.2
Customer 030,2025-10,6444.07
Customer 031,2025-10,1110.45
Customer 032,2025-10,816.16
Customer 034,2025-10,8048.22
Customer 035,2025-10,10620.87
Customer 036,2025-10,5478.94
Customer 037,2025-10,1367.22
Customer 038,2025-10,798.38
Customer 039,2025-10,834.7
Customer 040,2025-10,3040.73
Customer 041,2025-10,31417.07
Customer 042,2025-10,461.08
Customer 043,2025-10,877.49
Customer 044,2025-10,5735.53
Customer 045,2025-10,1154.71
Customer 046,2025-10,1263.19
Customer 047,2025-10,7439.05
Customer 048,2025-10,10364.02
Customer 049,2025-10,24578.62
Customer 050,2025-10,1224.51
Customer 051,2025-10,7126.79
Customer 052,2025-10,1406.48
Customer 053,2025-10,1349.59
Customer 054,2025-10,5301.86
Customer 055,2025-10,1965.2
Customer 057,2025-10,789.56
Customer 058,2025-10,1533.95
Customer 059,2025-10,3997.11
Customer 060,2025-10,2729.89
Customer 061,2025-10,586.17
Customer 062,2025-10,8578.56
Customer 063,2025-10,2033.95
Customer 064,2025-10,491.8
Customer 065,2025-10,5831.26
Customer 066,2025-10,971.82
Customer 067,2025-10,5412.19
Customer 068,2025-10,980.63
Customer 069,2025-10,1278.47
Customer 070,2025-10,3270.83
Customer 072,2025-10,802.18
Customer 073,2025-10,3525.92
Customer 074,2025-10,763.3
Customer 075,2025-10,2091.08
Customer 076,2025-10,2573.33
Customer 077,2025-10,3310.57
Customer 078,2025-10,2563.16
Customer 079,2025-10,9593.49
Customer 080,2025-10,2861.68
Customer 082,2025-10,1045.88
Customer 083,2025-10,868.71
Customer 085,2025-10,3147.56
Customer 086,2025-10,832.54
Customer 087,2025-10,4712.75
Customer 088,2025-10,1656.65
Customer 089,2025-10,1874.37
Customer 090,2025-10,1460.85
Customer 091,2025-10,2009.96
Customer 092,2025-10,915.97
Customer 093,2025-10,1864.44
Customer 094,2025-10,829.37
Customer 095,2025-10,1509.19
Customer 096,2025-10,2530.87
Customer 097,2025-10,777.25
Customer 098,2025-10,3340.94
Customer 099,2025-10,1461.26
Customer 100,2025-10,4737.12
Customer 101,2025-10,1981.09
Customer 102,2025-10,746.74
Customer 103,2025-10,655.57
Customer 104,2025-10,3781.8
Customer 105,2025-10,4018.32
Customer 106,2025-10,860.81
Customer 108,2025-10,1267.54
Customer 109,2025-10,564.83
Customer 110,2025-10,1141.72
Customer 111,2025-10,12474.44
Customer 112,2025-10,575.97
Customer 113,2025-10,2315.65
Customer 114,2025-10,3589.75
Customer 115,2025-10,774.58
Customer 116,2025-10,1669.25
Customer 117,2025-10,2159.67
Customer 119,2025-10,962.81
Customer 121,2025-10,886.55
Customer 122,2025-10,1149.06
Customer 123,2025-10,1855.43
Customer 124,2025-10,7132.37
Customer 125,2025-10,2141.83
Customer 126,2025-10,2134.9
Customer 127,2025-10,1679.69
Customer 128,2025-10,1425.26
Customer 129,2025-10,852.4
Customer 130,2025-10,462.75
Customer 131,2025-10,3578.53
Customer 132,2025-10,6660.75
Customer 133,2025-10,3161.65
Customer 134,2025-10,986.38
Customer 135,2025-10,2571.46
Customer 136,2025-10,1897.55
Customer 137,2025-10,2615.6
Customer 138,2025-10,2789.42
Customer 139,2025-10,2408.32
Customer 141,2025-10,1059.65
Customer 142,2025-10,3554.8
Customer 143,2025-10,291.03
Customer 144,2025-10,1567.61
Customer 145,2025-10,1241.48
Customer 146,2025-10,1039.73
Customer 147,2025-10,1650.42
Customer 148,2025-10,866.72
Customer 150,2025-10,10451.66
Customer 151,2025-10,1598.45
Customer 152,2025-10,18088.71
Customer 153,2025-10,619.55
Customer 155,2025-10,7737.66
Customer 156,2025-10,1846.47
Customer 157,2025-10,5234.13
Customer 158,2025-10,2394.11
Customer 159,2025-10,74.87
Customer 160,2025-10,906.51
Customer 161,2025-10,1074.74
Customer 162,2025-10,794.45
Customer 165,2025-10,1708.17
Customer 166,2025-10,6553.84
Customer 167,2025-10,2901.37
Customer 168,2025-10,709.52
Customer 169,2025-10,1734.05
Customer 170,2025-10,679.39
Customer 171,2025-10,1352.55
Customer 172,2025-10,2770.3
Customer 173,2025-10,2604.36
Customer 174,2025-10,819.01
Customer 175,2025-10,39533.61
Customer 176,2025-10,868.1
Customer 178,2025-10,1213.75
Customer 179,2025-10,1259.63
Customer 180,2025-10,4813.9
Customer 181,2025-10,376.92
Customer 182,2025-10,5317.69
Customer 183,2025-10,8645.16
Customer 184,2025-10,3989.87
Customer 186,2025-10,1647.69
Customer 187,2025-10,750.52
Customer 188,2025-10,4488.81
Customer 189,2025-10,4184.7
Customer 190,2025-10,920.0
Customer 191,2025-10,756.28
Customer 192,2025-10,17144.81
Customer 193,2025-10,7203.47
Customer 194,2025-10,1214.6
Customer 196,2025-10,1912.98
Customer 197,2025-10,11306.32
Customer 198,2025-10,2549.04
Customer 199,2025-10,434.07
Customer 201,2025-10,1310.65
Customer 203,2025-10,1224.06
Customer 204,2025-10,2620.12
Customer 205,2025-10,909.89
Customer 206,2025-10,1908.41
Customer 207,2025-10,1304.64
Customer 209,2025-10,769.91
Customer 210,2025-10,3991.13
Customer 211,2025-10,2685.83
Customer 212,2025-10,5895.15
Customer 213,2025-10,6571.0
Customer 214,2025-10,6457.42
Customer 215,2025-10,5817.24
Customer 216,2025-10,1148.29
Customer 217,2025-10,2836.62
Customer 218,2025-10,1531.52
Customer 219,2025-10,1686.78
Customer 220,2025-10,4684.77
Customer 221,2025-10,1267.84
Customer 222,2025-10,11125.56
Customer 223,2025-10,1031.49
Customer 224,2025-10,8218.24
Customer 225,2025-10,7506.95
Customer 226,2025-10,4379.8
Customer 227,2025-10,1395.75
Customer 228,2025-10,1689.57
Customer 229,2025-10,8044.5
Customer 230,2025-10,357.26
Customer 231,2025-10,1708.12
Customer 232,2025-10,2038.31
Customer 233,2025-10,1149.63
Customer 234,2025-10,844.26
Customer 235,2025-10,1820.56
Customer 237,2025-10,3085.73
Customer 238,2025-10,701.26
Customer 239,2025-10,3353.6
Customer 240,2025-10,1644.15
Customer 241,2025-10,3272.65
Customer 242,2025-10,2633.37
Customer 243,2025-10,1852.85
Customer 244,2025-10,656.53
Customer 245,2025-10,16482.02
Customer 246,2025-10,2539.4
Customer 247,2025-10,750.46
Customer 248,2025-10,15614.22
Customer 250,2025-10,3581.45
Customer 251,2025-10,1327.52
Customer 252,2025-10,988.95
Customer 253,2025-10,4160.69
Customer 254,2025-10,4964.58
Customer 255,2025-10,3500.33
Customer 256,2025-10,25931.52
Customer 257,2025-10,7316.57
Customer 258,2025-10,665.96
Customer 259,2025-10,19380.1
Customer 260,2025-10,1160.62
Customer 261,2025-10,1929.38
Customer 262,2025-10,2496.55
Customer 263,2025-10,1138.7
Customer 264,2025-10,2495.74
Customer 266,2025-10,2647.31
Customer 267,2025-10,5169.09
Customer 268,2025-10,1823.23
Customer 269,2025-10,9650.17
Customer 270,2025-10,553.93
Customer 271,2025-10,1448.85
Customer 272,2025-10,2197.94
Customer 274,2025-10,14255.37
Customer 275,2025-10,1011.58
Customer 276,2025-10,2408.31
Customer 277,2025-10,4077.38
Customer 278,2025-10,5596.24
Customer 280,2025-10,1429.52
Customer 281,2025-10,1311.62
Customer 282,2025-10,1854.23
Customer 284,2025-10,7186.26
Customer 285,2025-10,1898.5
Customer 286,2025-10,2344.79
Customer 287,2025-10,4036.58
Customer 288,2025-10,2170.08
Customer 289,2025-10,686.12
Customer 290,2025-10,1302.19
Customer 291,2025-10,1067.56
Customer 292,2025-10,2008.57
Customer 294,2025-10,1429.76
Customer 295,2025-10,1488.88
Customer 296,2025-10,745.44
Customer 297,2025-10,1526.03
Customer 298,2025-10,4405.73
Customer 299,2025-10,15516.93
Customer 301,2025-10,5849.0
Customer 302,2025-10,939.95
Customer 303,2025-10,2825.21
Customer 304,2025-10,491.78
Customer 305,2025-10,3264.78
Customer 306,2025-10,2058.94
Customer 307,2025-10,726.54
Customer 308,2025-10,10559.39
Customer 309,2025-10,2765.29
Customer 310,2025-10,1166.69
Customer 311,2025-10,4548.27
Customer 312,2025-10,1653.39
Customer 313,2025-10,758.03
Customer 314,2025-10,2401.31
Customer 315,2025-10,743.98
Customer 316,2025-10,1188.3
Customer 317,2025-10,3094.16
Customer 318,2025-10,2109.13
Customer 319,2025-10,20735.16
Customer 320,2025-10,555.19
Customer 321,2025-10,686.39
Customer 322,2025-10,3551.15
Customer 323,2025-10,1128.52
Customer 325,2025-10,486.76
Customer 326,2025-10,5287.42
Customer 327,2025-10,5336.69
Customer 328,2025-10,1781.89
Customer 329,2025-10,3863.63
Customer 331,2025-10,5188.8
Customer 332,2025-10,1069.72
Customer 333,2025-10,535.58
Customer 334,2025-10,3561.65
Customer 335,2025-10,3245.52
Customer 336,2025-10,1146.1
Customer 337,2025-10,1033.13
Customer 338,2025-10,2780.31
Customer 339,2025-10,1446.23
Customer 340,2025-10,2339.15
Customer 341,2025-10,1697.16
Customer 342,2025-10,907.72
Customer 343,2025-10,6000.08
Customer 344,2025-10,1059.14
Customer 345,2025-10,1437.41
Customer 346,2025-10,1514.62
Customer 348,2025-10,3639.85
Customer 001,2025-11,625.73
Customer 002,2025-11,848.98
Customer 003,2025-11,881.92
Customer 004,2025-11,2155.75
Customer 005,2025-11,4623.27
Customer 006,2025-11,3702.21
Customer 007,2025-11,1610.96
Customer 008,2025-11,3520.99
Customer 009,2025-11,1309.2
Customer 010,2025-11,1173.31
Customer 011,2025-11,2671.58
Customer 012,2025-11,1357.85
Customer 013,2025-11,5510.7
Customer 014,2025-11,1436.27
Customer 015,2025-11,3385.35
Customer 016,2025-11,5938.04
Customer 017,2025-11,2513.17
Customer 019,2025-11,915.69
Customer 020,2025-11,5825.33
Customer 021,2025-11,1524.26
Customer 022,2025-11,1355.91
Customer 023,2025-11,1080.62
Customer 024,2025-11,10067.04
Customer 025,2025-11,1874.78
Customer 026,2025-11,3750.26
Customer 027,2025-11,4721.6
Customer 028,2025-11,5634.61
Customer 029,2025-11,1651.2
Customer 030,2025-11,5948.88
Customer 031,2025-11,1110.45
Customer 032,2025-11,816.16
Customer 034,2025-11,8516.02
Customer 035,2025-11,10620.87
Customer 036,2025-11,5478.94
Customer 037,2025-11,1367.22
Customer 038,2025-11,798.38
Customer 039,2025-11,834.7
Customer 040,2025-11,3040.73
Customer 041,2025-11,31417.07
Customer 042,2025-11,461.08
Customer 043,2025-11,877.49
Customer 044,2025-11,5735.53
Customer 045,2025-11,1252.18
Customer 046,2025-11,1263.19
Customer 047,2025-11,7439.05
Customer 048,2025-11,10364.02
Customer 049,2025-11,24578.62
Customer 050,2025-11,1224.51
Customer 051,2025-11,7126.79
Customer 052,2025-11,1406.48
Customer 053,2025-11,1349.59
Customer 054,2025-11,5948.44
Customer 055,2025-11,1965.2
Customer 057,2025-11,789.56
Customer 058,2025-11,1533.95
Customer 059,2025-11,3997.11
Customer 060,2025-11,2729.89
Customer 061,2025-11,586.17
Customer 062,2025-11,8578.56
Customer 063,2025-11,2033.95
Customer 064,2025-11,491.8
Customer 065,2025-11,5831.26
Customer 066,2025-11,971.82
Customer 067,2025-11,5617.68
Customer 068,2025-11,980.63
Customer 069,2025-11,1278.47
Customer 070,2025-11,2960.46
Customer 072,2025-11,802.18
Customer 073,2025-11,3337.84
Customer 074,2025-11,763.3
Customer 075,2025-11,2369.82
Customer 076,2025-11,2729.76
Customer 077,2025-11,3163.71
Customer 078,2025-11,2563.16
Customer 079,2025-11,9593.49
Customer 080,2025-11,2557.45
Customer 082,2025-11,1045.88
Customer 083,2025-11,868.71
Customer 085,2025-11,2845.13
Customer 086,2025-11,730.74
Customer 087,2025-11,4232.21
Customer 088,2025-11,1656.65
Customer 089,2025-11,1874.37
Customer 090,2025-11,1460.85
Customer 091,2025-11,2009.96
Customer 092,2025-11,915.97
Customer 093,2025-11,1864.44
Customer 094,2025-11,829.37
Customer 095,2025-11,1698.25
Customer 096,2025-11,2530.87
Customer 097,2025-11,777.25
Customer 098,2025-11,3340.94
Customer 099,2025-11,1461.26
Customer 100,2025-11,4737.12
Customer 101,2025-11,1981.09
Customer 102,2025-11,746.74
Customer 103,2025-11,655.57
Customer 104,2025-11,3781.8
Customer 105,2025-11,4620.03
Customer 106,2025-11,860.81
Customer 108,2025-11,1267.54
Customer 109,2025-11,564.83
Customer 110,2025-11,1141.72
Customer 112,2025-11,575.97
Customer 113,2025-11,1974.37
Customer 114,2025-11,3086.94
Customer 115,2025-11,774.58
Customer 116,2025-11,1425.64
Customer 117,2025-11,2391.02
Customer 119,2025-11,962.81
Customer 121,2025-11,886.55
Customer 122,2025-11,1312.53
Customer 123,2025-11,1855.43
Customer 124,2025-11,7132.37
Customer 125,2025-11,2141.83
Customer 126,2025-11,2134.9
Customer 127,2025-11,1679.69
Customer 128,2025-11,1425.26
Customer 129,2025-11,782.87
Customer 130,2025-11,462.75
Customer 131,2025-11,3578.53
Customer 132,2025-11,6660.75
Customer 133,2025-11,3161.65
Customer 134,2025-11,1133.3
Customer 135,2025-11,2571.46
Customer 136,2025-11,1897.55
Customer 137,2025-11,2615.6
Customer 138,2025-11,3142.71
Customer 139,2025-11,2408.32
Customer 141,2025-11,1059.65
Customer 142,2025-11,3554.8
Customer 143,2025-11,258.45
Customer 144,2025-11,1567.61
Customer 145,2025-11,1241.48
Customer 146,2025-11,1039.73
Customer 147,2025-11,1650.42
Customer 148,2025-11,866.72
Customer 150,2025-11,10451.66
Customer 151,2025-11,1598.45
Customer 152,2025-11,18088.71
Customer 153,2025-11,619.55
Customer 155,2025-11,7737.66
Customer 156,2025-11,1846.47
Customer 158,2025-11,2750.19
Customer 159,2025-11,74.87
Customer 160,2025-11,830.36
Customer 161,2025-11,1074.74
Customer 162,2025-11,794.45
Customer 165,2025-11,1708.17
Customer 166,2025-11,6553.84
Customer 167,2025-11,2901.37
Customer 168,2025-11,709.52
Customer 169,2025-11,1734.05
Customer 170,2025-11,679.39
Customer 171,2025-11,1352.55
Customer 172,2025-11,2470.58
Customer 173,2025-11,2604.36
Customer 174,2025-11,819.01
Customer 175,2025-11,39533.61
Customer 176,2025-11,868.1
Customer 178,2025-11,1213.75
Customer 179,2025-11,1259.63
Customer 180,2025-11,4813.9
Customer 181,2025-11,347.12
Customer 182,2025-11,5317.69
Customer 183,2025-11,8645.16
Customer 184,2025-11,3989.87
Customer 186,2025-11,1647.69
Customer 188,2025-11,4488.81
Customer 189,2025-11,4184.7
Customer 190,2025-11,1004.86
Customer 191,2025-11,756.28
Customer 192,2025-11,17144.81
Customer 193,2025-11,7203.47
Customer 194,2025-11,1214.6
Customer 196,2025-11,1912.98
Customer 197,2025-11,11306.32
Customer 198,2025-11,2549.04
Customer 199,2025-11,434.07
Customer 201,2025-11,1310.65
Customer 203,2025-11,1224.06
Customer 204,2025-11,2620.12
Customer 205,2025-11,909.89
Customer 206,2025-11,1799.0
Customer 207,2025-11,1118.62
Customer 209,2025-11,769.91
Customer 210,2025-11,4423.43
Customer 211,2025-11,2685.83
Customer 212,2025-11,5895.15
Customer 213,2025-11,7078.82
Customer 214,2025-11,6457.42
Customer 215,2025-11,5421.97
Customer 216,2025-11,1148.29
Customer 217,2025-11,2836.62
Customer 218,2025-11,1531.52
Customer 219,2025-11,1686.78
Customer 220,2025-11,4684.77
Customer 221,2025-11,1267.84
Customer 222,2025-11,11125.56
Customer 223,2025-11,1031.49
Customer 224,2025-11,9206.67
Customer 225,2025-11,7506.95
Customer 226,2025-11,4379.8
Customer 227,2025-11,1395.75
Customer 228,2025-11,1689.57
Customer 229,2025-11,8044.5
Customer 230,2025-11,357.26
Customer 231,2025-11,1708.12
Customer 232,2025-11,2038.31
Customer 233,2025-11,1149.63
Customer 234,2025-11,844.26
Customer 237,2025-11,3085.73
Customer 238,2025-11,701.26
Customer 239,2025-11,3353.6
Customer 240,2025-11,1644.15
Customer 241,2025-11,3272.65
Customer 242,2025-11,2633.37
Customer 243,2025-11,1852.85
